XP	YP	YuP
2.51043017953634	95.6458738861911	1.54351709413124
2.88624602369964	96.8862121707136	1.68880054005703
3.12004009960219	96.388916583052	2.09990991547263
3.23359848698601	98.1232953698395	1.47268369570197
3.35362804820761	96.1314459687119	1.29677382395041
3.60454118810594	96.3249126895859	1.52016513078087
3.65830791182816	96.4172711964854	2.23316814260692
3.73328807763755	97.1015214329389	2.79266659017276
3.88986861566082	94.6672868106886	1.34056582680027
3.89052990125492	96.3697164873368	1.34596361981911
3.89221125515178	95.8406883430812	1.03031591338452
3.9478296157904	91.7713430097423	0.947314352003806
4.25560623174533	91.9116614153697	1.45802558072244
4.28021402098238	91.3987879068378	1.51341496775023
4.29327515652403	93.5819597610799	1.52215787941177
4.52585340943187	90.8428229378257	1.90820421807032
4.54171929042786	93.202343916567	1.47224380315845
4.62879078695551	100.014899661539	0.745291654967558
4.7078796569258	102.025722473218	2.37335472134424
4.73332618828863	97.5642972140271	1.68018218966803
4.75633898749948	97.9297051703585	1.16633317182538
4.76724123582244	101.407097661489	2.77418460971245
5.22911970270798	100.863015988351	0.654412085058718
5.30540879815817	100.922609175757	1.29789576512157
5.33222371246666	102.334285991329	1.98224109079498
5.36035299766809	101.354893102613	0.887008923778917
5.37734130397439	101.013918296648	1.20580967812383
5.39259296609089	98.4194144151241	1.97660867992878
5.39598890114576	100.30774679753	0.951129257005736
5.43535297736526	102.042446751851	1.5362921465872
5.5406852462329	100.119134025516	0.753061828398075
5.56444108253345	99.9351056048516	0.811752327924746
5.65083876717836	100.169539838658	0.732589605798613
5.67541826982051	101.573123763314	1.07361890209286
5.72356577729806	100.536458787974	1.10201151781716
5.76512435916811	98.9109080194391	1.29419860006425
