XP	YP	YuP
3.05340853286907	113.578235651154	1.24312487250498
3.45034816069528	113.087599745705	0.924834259124553
3.58027425827459	113.730262332473	1.70571574596149
4.0499219042249	113.018392602724	1.00387465017095
4.61209788918495	102.693461327624	1.50116266043369
5.65969420131296	104.581010846524	0.60570260473476
6.25194041058421	105.48599380425	1.382300310881
6.50319336680695	104.650297377569	1.67161441291651
7.04433883540332	102.821730124307	0.804899855810151
7.46150159044191	101.68379574664	2.7557196841043
7.5804693880491	104.56051694902	0.898555498833903
