XP	YP	YuP
9.04336535139009	103.073358065612	0.867929383222764
9.11679186159745	101.730381436927	1.21178801210383
9.11991610657424	105.775376424792	1.67344732912247
9.2578696552664	103.813512214631	0.686447188175447
9.40933474106714	105.703897905551	1.37789474365434
9.42411756608635	104.995943000023	1.37735139401618
9.50658238027245	102.308824035456	1.61440776393319
9.50952912447974	103.025618687106	0.405989220169999
9.72813957137987	104.102079166361	0.694577807643969
9.82676303945482	101.191166884645	2.0267628695305
9.89547908073291	103.866700559201	2.09970414259786
9.90499476203695	100.624371882345	1.45241666740495
9.96303860098124	103.080801560165	1.73342452806854
